Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
 on 09/27/10 00:00 AM (PDT),mboyd0026 ,2008 Dodge Avenger Sedan SXT 4dr Sedan (2.4L 4cyl 4A),Don't buy Dodge," We bought this car in early 2008. Within the first week the car was parked and upon returning it would not start AT ALL. It had to be towed on a roll back to the dealer to fix. It took a week for them to fix a sensor issue from when it was built at the factory. Then within the next 2 months the transmission started to shift hard and at times stall. Then around 12,900 miles on it the brakes went out on the front. I was told this was normal wear and tear? To date we have replaced the shift module 4 times and the brakes 2 times. The trunk leaks and the car stalls occasionally. Airbag sensor has been out twice. And the tire pressure sensor comes off and on.",2.25
 on 09/05/10 06:35 AM (PDT),SED ,2008 Dodge Avenger Sedan SE 4dr Sedan (2.4L 4cyl 4A),Never would buy this model again," Bought this car, used, still under warranty. At 20K miles it took five trips to dealership to fix trunk leak, one week to fix shifter that was stuck in park, three weeks to fix transmission issue. Tho dealership kept taking it in to fix it, it shouldn't have had so many issues in the first place. Brakes started squealing at 20K too. Never got the gas mileage we expected. Paint started chipping off in spots.",3.5
 on 09/01/10 17:56 PM (PDT),amandas26 ,2008 Dodge Avenger Sedan SXT 4dr Sedan (2.4L 4cyl 4A),Very Disappointing. Will Never Buy Again," I've owned this car for about 3 years now and have constantly been having issues with the brakes. My power steering is about ready to go out for the second time. My radio shorted out and as soon as I got that fixed my Sirius radio quit working. Trunk leaks etc. I had a 97' Plymouth Breeze for 5 yrs. and never even had to replace the battery the whole time I owned it, I only had to get the head gasket replaced WAY after 100,000 miles. The Avenger is nowhere close to that and it already runs like a car that is 10 yrs. old.  What happened Chrysler? Other than all of the mechanical problems, and hard hits to the checkbook, the car looks great! I still get compliments almost everyday.",3.25
 on 08/22/10 17:16 PM (PDT),Jerry Beck ,2008 Dodge Avenger Sedan SE 4dr Sedan (2.4L 4cyl 4A),Gear Shifter," Gear shifter became stuck in park after only 54,000 miles.  Took it to the original dealership yesterday and will ask the dealer to recommend a recall on the linkage part that is causing the problem.  Once located, I had to shift gears manually under the hood and get in in Drive.  Once at the dealership, I had to manually put it in Park.",4
 on 08/13/10 09:30 AM (PDT),Davis ,2008 Dodge Avenger Sedan SE 4dr Sedan (2.4L 4cyl 4A),Gear box , I have a 2008 Avenger and got in it last night and could not get it out of park.  Also the trunk leaks and have not been able to understand what the problem is. On the gears had to override the safe box just to get it to the Dodge House.  I am sure for one little plastic piece they are going to want me to buy a hole new gear box.,2.25
 on 07/15/10 06:37 AM (PDT),Shaun ,2008 Dodge Avenger Sedan SXT 4dr Sedan (2.4L 4cyl 4A),2008 Dodge Avenger SXT," I bought this car brand new in 2007. Since then, I had it in the shop numerous times. The most recent time was just this Monday, July 12, 2010. My car's shifter was stuck in park and would not budge. I googled this problem and it seems like A LOT of people are having the same issues. I had it towed and the dealership had to replace the enitre shifter assembly. NOTE: My car only has 43,000 miles on it! Dodge needs to do a recall on the shifter problem! (Also, the cup cooler quit working, there was a high pitch noise on front drivers side, had to replace brake pads and rotors but still had vibration in the car, and my back drivers side door has window issues) My advice: Don't buy this car! ",3.125
 on 06/25/10 09:43 AM (PDT),bbgurl ,2008 Dodge Avenger Sedan SXT 4dr Sedan (2.4L 4cyl 4A),What was i thinking?," There is something wrong with the Dodge avenger that I purchased. Within the first year of owning the vehicle it has shut off while driving at least 5 times. I was driving on the highway at 80 mph and the car shut off the wheel wouldn't turn and brakes wouldn't work. After the car stopped on it own, on the highway. I put it in park and turned engine off then back on. After that the car just stalls in the worst possibly moments. It doesn't move matter how many times I press the gas pedal until it wants. Then I couldn't get the car off of park. This is the worst car ever, I have been in and out of Dodge service b/c there is always something wrong. ",2.75
 on 06/07/10 06:15 AM (PDT),TERRIBLE CAR! ,2008 Dodge Avenger Sedan SE 4dr Sedan (2.4L 4cyl 4A),Worst car I've owned," Bought my Avenger 5 months ago and have made several repairs. #1-Rotors were shot. Replaced rotors and had rear brake drums turned. #2-Air Filter lid was too tight. Broke when I tried to replace. Dealer had to order part and fix. #3-Car died twice when I came to a stop. Dealer had to update software on the car. Finally, my car got stuck in park this weekend. Now it is in the shop to get repaired again. This car is a joke.  Looks great on the outside. Made with cheap parts. NEVER buy a Dodge. I owned a Stratus before & didn't learn my lesson. As soon as I paid off my Stratus the transmission went out. I could either pay huge $$ for repairs or get rid of it. Folks, Dodge still hasn't learned.",3.125
 on 06/02/10 19:51 PM (PDT),Cris ,2008 Dodge Avenger Sedan SE 4dr Sedan (2.4L 4cyl 4A),In the Shop," Bought in 2008 and it was in the shop three times in the first 6 weeks from a problem created by the dealer - failed to re-install the headliner correctly.  Within 1 year, air conditioner failed due to a broken fan - that one took three tripe to two different dealer to fix.  Now back in the shop at 27K miles with another fan failure.  Also the passenger side window does not work and the transmission makes a horrid noise when it down shifts.   Looks great, gas mileage is incredible (as high as 33 MPG on the highway), but can not rely on it.  Dealer service departments in the area are fairly incompetent which does not help.  ",3.625
 on 04/19/10 19:27 PM (PDT),sportynana ,2008 Dodge Avenger Sedan SE 4dr Sedan (2.4L 4cyl 4A),A Very Cool Nana's Avenger," At age 63, I LOVE this car as it feels real 'sporty' to drive - even at my age!  I've only owned it for 5 months - it has only 16,000 miles on it and so far, no troubles.  It gets very good mileage - even around town.  It's very easy to park the car (I had a van b/4 and had a very difficult time parking and backing up).  It's just plain fun to drive and the gorgeous 'blue' color and 'spoiler' on the trunk is terrific!",4.75
 on 04/14/10 05:03 AM (PDT),Paganarh ,2008 Dodge Avenger Sedan SXT 4dr Sedan (2.4L 4cyl 4A),Head-turner in Europe," Purchased as new on June of 09, so not even year old, but I'm really enjoying driving this car. Its smooth and relaxed, but doesn't object when you floor it to overtake another car on the freeway. Mind you, 2,4 is already to the ""big"" side, as far as engines go in Europe on middle class sedans. Only bone to pick is that ""chill zone"" a bit useless for me, darkening rear mirror works only when somebody is really riding your tail and default battery is weak- couldn't get car started when outside was ""only"" -20C/-4F, gonna change it for next winter. Other than that, I love this car and it really stands out amongst plain European and eastern cars around me. And there's only 4 Avengers in Estonia",4.5
 on 04/13/10 12:10 PM (PDT),Jill ,2008 Dodge Avenger Sedan SXT 4dr Sedan (2.4L 4cyl 4A),Not impressed," I purchased this avenger new off the lot and I have not been happy with many of the features.  I drive for work and spend a lot of time inside my car. The second cup holder is located slightly under the console/armrest and it makes it difficult to use.  At 50,000 miles my radio now occasionally shorts out.  I also had a problem that it was just suddenly dying at stoplights however a factory computer update did solve this problem.  It runs well otherwise, the net like seats are difficult to clean because small crumbs get stuck under this material.  No repairs yet, but the interior space just seems crowded with supplies and the trunk lacks good space as well.",3.625
 on 04/10/10 09:29 AM (PDT),Slrozel ,2008 Dodge Avenger Sedan SE 4dr Sedan (2.4L 4cyl 4A),Front Seats," I love everything about my Avenger BUT, boy are the seats uncomfortable. They are so uncomfortable that I had to rig up some padding. They actually make my back hurt so bad that if traveling any distance, I have trouble walking. I think it puts pressure on a nerve in my lower back. Does the same thing to my husband who's almost 1 foot taller than me. It's not like a T- shirt where you keep the receipt and take it back if it doesn't fit. Also, the 4 cyl. is very sluggish in the low end but once it gets going it performs pretty good.",3.5
 on 03/14/10 18:44 PM (PDT),dragin19 ,2008 Dodge Avenger Sedan SXT 4dr Sedan (2.4L 4cyl 4A),Just a Blast," My wife and i purchased this car new, in April of 07. Our first trip was half way across the country in may of 07. it was fantastic.  we experienced minor issues with stalling and such but a reprogramming of the transmission controller fixed that.  We purchased the 2.7l v6 and wow, it accelerates like no buddies business, with 18"" rims and the touring suspension it rides great. The stereo is great just wish now that we had opted for the MyGig system (60gig hd). The fuel economy is great to for the car, nearly 33mph on long highway trips, and so so city, about 19+. ",4.625
